OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
872,513.8707958,3590.10652,33_7_2,1.826137185,0.886756301,132.1266937,430.963562,78,225.4842682,100,1503.228516,6.172343731,71.94980621,0.869021177,0.248291761,25.39237642,0.002871603,128.6654994,11.64052359,624,312,0.001708936,,,,,357.6109619,656.4478149,0.423482984,1.146188974,,,104,070801030403,F070801030403_336,32
873,512.8514339,3589.973782,396_16_2,1.822545886,0.886723518,132.1218109,430.9476318,70,202.3502045,100,1349.001343,6.160204887,71.80831146,0.86898905,0.248282582,200.0000025,0.022617834,138.4152195,11.9216368,5190,2598,0.01423018,228.2877592,456575,205.4589834,0.000784228,334.4720154,633.2978516,0.050855201,0.128742114,0.64305687,1.627925992,108,070801030603,F070801030603_317,24
874,511.9757463,3589.078976,59_6_1,1.821348906,0.886502504,132.0888672,430.84021,78,225.4198608,100,1502.799072,6.156159401,71.76114655,0.868772447,0.248220697,50.76331806,0.005740781,136.666748,12.22565365,1328,664,0.003636967,16.26596928,32532,14.63937187,5.58779E-05,357.508728,656.2600708,0.198929012,0.538416743,9.02285099,24.4210434,104,070801030202,F070801030202_409,32
875,514.7446185,3588.861579,556_7_1,1.856981397,0.886448801,132.0808716,430.8141174,84,242.7451324,100,1618.300903,6.276597023,73.16506958,0.868719816,0.248205662,68.00095318,0.007690171,134.3992493,12.06358452,1689,845,0.004628369,28.59003764,57181,25.73103399,9.82143E-05,374.8259888,673.5592651,0.156308725,0.443581045,5.133134842,14.56707859,108,070802060501,F070802060501_80,16
876,513.4103254,3588.216813,135_11_1,1.842818856,0.886289537,132.0571442,430.7367249,78,225.3657074,100,1502.437988,6.228727818,72.60706329,0.868563771,0.248161077,93.97448337,0.010627496,130.9996368,11.79860191,2331,1165,0.006381124,48.49413916,96988,43.64472601,0.00016659,357.4228516,656.102417,0.113353774,0.306800723,3.025729656,8.189371109,104,070801030603,F070801030603_519,24
877,512.9463822,3587.89411,50_8_1,1.7583673,0.886209846,132.0452728,430.697998,78,225.3454437,100,1502.302979,5.943281651,69.27967072,0.86848563,0.248138756,21.46143603,0.002427056,131.0006638,11.79867458,532,266,0.001456978,31.0200842,62040,27.91807538,0.000106562,357.3907166,656.043457,0.496410787,1.343574166,4.729741096,12.80140972,104,070801030601,F070801030601_117,32
878,511.0339586,3587.873204,50_10_2,1.749335766,0.88620466,132.0444946,430.6954651,74,213.7879639,100,1425.253052,5.912755013,68.92382813,0.868480563,0.24813731,34.62490838,0.003915702,137.3736267,12.28725719,935,467,0.002557927,94.67579977,189351,85.20822137,0.000325236,345.8324585,644.4833984,0.282750517,0.740540624,1.549668431,4.058674812,104,070801030601,F070801030601_40,32
879,510.7631868,3587.307584,425_11_1,1.839432597,0.886064947,132.0236816,430.6275635,78,225.308548,100,1502.057007,6.217282295,72.47364807,0.868343651,0.24809818,89.93122008,0.010170247,141.5388733,12.64053745,2557,1279,0.007005543,171.9754929,343951,154.777942,0.000590781,357.3322144,655.9360962,0.103224143,0.279384047,0.852987707,2.30867672,108,070801030302,F070801030302_12,24
880,511.2723766,3586.838866,109_7_1,1.884000301,0.885949194,132.006424,430.5713196,80,231.05513,100,1540.367554,6.367920876,74.22961426,0.868230224,0.24806577,,,,,,,,94.33202505,188664,84.89882255,0.000324055,363.061554,661.6264648,,,1.554867506,4.276402473,108,070801030406,F070801030406_345,24
881,509.9470311,3586.779526,46_4_2,1.83334136,0.885934532,132.0042419,430.5641785,54,155.9599152,100,1039.732788,6.196693897,72.23365021,0.868215859,0.248061672,38.87484646,0.004396324,130.996816,9.136302322,866,433,0.002371697,9.55787505,19115,8.602087712,3.28338E-05,287.9641724,586.5241089,0.304859668,0.665044308,15.3456049,33.47607803,104,070801030405,F070801030405_99,32
882,511.7413475,3586.713197,474_32_2,1.818656206,0.88591814,132.0018005,430.5562134,78,225.2712708,100,1501.808472,6.14705801,71.65505219,0.868199766,0.248057082,23.59356281,0.002668176,130.9997203,11.79860783,586,294,0.001610344,12.90195647,25804,11.61176078,4.43216E-05,357.2730713,655.8275146,0.448985726,1.215214491,11.36793995,30.76820755,108,070801030301,F070801030301_433,16
883,512.1789365,3586.596923,33_3_2,1.826232314,0.885889411,131.9975281,430.5422668,73,210.8238068,100,1405.492065,6.172665119,71.95355225,0.868171632,0.248049036,28.46954725,0.003219597,131.0003265,11.79865055,706,352,0.001928031,0.236820284,474,0.213138252,8.1354E-07,342.8213501,641.3660889,0.374992967,0.973924279,619.3047485,1608.445923,104,070801030403,F070801030403_225,32
884,509.2233187,3584.764038,410_4_1,1.830059648,0.885436714,131.930069,430.3222351,86,248.2410431,100,1654.940308,6.185601711,72.10434723,0.867727995,0.247922286,55.80179787,0.006310579,136.6681519,12.24042829,1446,724,0.003965608,31.02703161,62054,27.92432854,0.000106586,380.1711121,678.5632935,0.182223856,0.525098205,4.724556446,13.61433315,108,070802060602,F070802060602_518,16
885,508.8826853,3584.743891,389_24_1,1.792033315,0.885431767,131.9293365,430.3198242,92,265.5584106,100,1770.389404,6.057072639,70.60610962,0.867723107,0.247920901,194.8368894,0.022033941,132.4165675,11.90360371,4834,2416,0.013233301,193.5781677,387156,174.2203501,0.000664992,397.4877319,695.8782349,0.054606512,0.164523065,0.757255614,2.281522989,108,070802060601,F070802060601_122,16
886,512.0246002,3584.670277,496_40_1,1.791070819,0.885413587,131.9266205,430.3110046,86,248.2345581,100,1654.897095,6.05381918,70.56819153,0.867705345,0.247915804,53.7636234,0.006080083,138.5552241,12.41365941,1406,701,0.003839629,35.6674173,71336,32.10067548,0.000122527,380.1611938,678.5455322,0.188197747,0.542312682,4.109776974,11.84277821,108,070802060502,F070802060502_340,16
887,510.1213179,3584.510882,59_8_2,1.808059454,0.885374188,131.9207611,430.2918701,78,225.1329498,100,1500.886353,6.111240864,71.2375412,0.867666721,0.247904778,87.8957965,0.009940062,135.8169225,12.17411264,2221,1109,0.006074392,38.18054869,76361,34.3624942,0.00013116,357.0537109,655.4248047,0.118954696,0.321960062,3.839091539,10.39079762,104,070801030202,F070801030202_171,32
888,512.6690305,3583.751002,458_7_2,1.839163065,0.885186493,131.8927917,430.2006226,76,219.3134918,100,1462.089966,6.216371059,72.46302795,0.867482781,0.247852221,148.3264132,0.01677411,139.2152812,10.83097231,3474,1738,0.009519651,228.2677635,456536,205.440985,0.000784159,351.2062988,649.5140991,0.07588768,0.202074975,0.64199841,1.709524035,108,070802060801,F070802060801_126,24
889,509.7718947,3582.799836,136_4_1,1.843631148,0.884951532,131.8577728,430.0864563,78,225.0254974,100,1500.169922,6.231473446,72.6390686,0.867252529,0.247786433,30.45003761,0.003443569,131.0004349,11.79865813,755,377,0.002064965,9.087143356,18174,8.178428991,3.12167E-05,356.8832703,655.1119385,0.349755377,0.946639955,16.12262917,43.63714218,104,070801030603,F070801030603_520,24
890,510.5276061,3582.611091,466_4_1,1.814723969,0.884904921,131.8508301,430.0637817,78,225.0136261,100,1500.09082,6.133767128,71.50012207,0.867206812,0.247773379,199.9999947,0.022617833,140.9171505,12.58306873,5110,2556,0.014000131,57.49082243,114980,51.74174142,0.000197496,356.8644409,655.0773926,0.051584832,0.139618322,2.548248768,6.897031784,108,070801030301,F070801030301_179,24
891,512.1509063,3582.270558,93_15_2,1.813012838,0.884820819,131.8383026,430.0229187,78,224.9922485,100,1499.948364,6.12798357,71.43270874,0.867124379,0.247749835,23.13649082,0.002616486,131.0005493,11.798666,574,286,0.001566525,22.9860636,45972,20.68745744,7.89631E-05,356.8305664,655.0151367,0.460973084,1.247659326,6.372861385,17.24864388,108,070801030406,F070801030406_391,24
892,510.3293507,3581.721041,86_3_1,1.814997077,0.884685099,131.8180847,429.9569702,58,167.2761078,100,1115.174072,6.134690285,71.51088715,0.866991401,0.247711822,166.5571538,0.01883581,142.9017809,11.59592661,3860,1929,0.010565827,41.01950359,82039,36.91755283,0.000140913,299.0941772,597.2330933,0.06833493,0.15505141,3.570607424,8.101679802,104,070801030405,F070801030405_407,24
893,511.2931724,3580.86044,578_8_2,1.807503223,0.884472549,131.7864075,429.8536682,75,216.25354,100,1441.690308,6.109360695,71.21562958,0.866783082,0.247652307,20.75837362,0.002347547,123.3763885,11.34588265,477,239,0.001309089,34.48296404,68966,31.03466773,0.000118458,348.0399475,646.1071777,0.551407576,1.456234097,4.246425629,11.21455383,108,070802060501,F070802060501_133,24
894,509.7495081,3580.769589,507_9_2,1.834723353,0.884450078,131.7830658,429.8427429,85,245.0810852,100,1633.873901,6.201364994,72.2881012,0.866761088,0.247646019,90.39133738,0.010222281,135.2492701,12.1472888,2243,1123,0.006151075,40.88140956,81763,36.79326906,0.000140438,376.8641357,674.9238281,0.117349125,0.335586935,3.581716776,10.24274635,108,070802060501,F070802060501_7,16
895,510.0794887,3580.490452,545_2_1,1.801220775,0.884381115,131.7727814,429.8092346,70,201.8153839,100,1345.435913,6.088126183,70.9681015,0.866693497,0.247626707,21.85011357,0.002471011,130.9989281,11.79855204,542,272,0.001489842,17.32210006,34644,15.58989042,5.95059E-05,333.5881653,631.6246338,0.484458745,1.226427078,8.452450752,21.39772415,108,070801010301,F070801010301_95,24
896,508.5730397,3580.226043,476_12_1,1.831068397,0.884315848,131.7630615,429.7774963,78,224.8638306,100,1499.092163,6.189011097,72.14409637,0.866629541,0.247608438,140.6363664,0.015904449,132.4164988,11.90359799,3539,1770,0.009694926,242.1690984,484338,217.9521917,0.000831914,356.6268921,654.6413574,0.074442409,0.201484114,0.604550302,1.636262059,108,070802060704,F070802060704_566,32
897,513.4101556,3579.922431,410_9_2,1.90225327,0.884240866,131.7518921,429.7410583,86,247.9057617,100,1652.705078,6.429615974,74.94877625,0.866556048,0.247587442,33.17703819,0.003751964,142.3337453,9.799030393,879,439,0.002404561,64.23204792,128464,57.80884337,0.000220654,379.6576538,677.6468506,0.300118208,0.864823818,2.279095888,6.567466736,108,070802060602,F070802060602_217,24
898,510.8122401,3579.373195,430_17_1,1.77452147,0.884105206,131.7316742,429.6751404,78,224.8101196,100,1498.734131,5.997882366,69.91614532,0.86642313,0.247549459,144.2259338,0.016310391,132.8895289,11.94101191,3736,1867,0.01022623,80.52988004,161059,72.47689047,0.000276641,356.5418091,654.4852295,0.070557937,0.190970436,1.817567945,4.91938591,108,070801030302,F070801030302_1,16
899,510.3150875,3578.758144,452_3_2,1.859235883,0.883953273,131.7090302,429.6012878,70,201.7180023,100,1344.786621,6.284217358,73.25389099,0.866274238,0.247506917,45.2067781,0.005112397,140.4448853,12.58708668,1124,562,0.003078276,18.23930145,36477,16.4153711,6.26568E-05,333.4270325,631.3192749,0.2343577,0.593286514,8.023518562,20.3118782,108,070801030301,F070801030301_135,24
900,508.8534486,3578.645645,703_6_1,1.784903288,0.883925498,131.704895,429.5877991,77,221.8829803,100,1479.219849,6.032973289,70.32518768,0.866246998,0.247499138,199.9999995,0.022617833,141.9852173,11.26212041,5122,2558,0.014011086,288.289878,576582,259.4608894,0.000990351,353.5878906,651.4707642,0.05148745,0.138228267,0.507609844,1.36277914,108,070801030303,F070801030303_637,8
901,507.7673574,3578.363006,55_7_1,1.813137412,0.883855641,131.6944885,429.553833,54,155.5938263,100,1037.292236,6.128404617,71.43761444,0.866178513,0.247479573,199.9999971,0.022617833,140.9641711,12.60145998,5276,2637,0.014443797,45.94382693,91887,41.34944361,0.000157829,287.2883301,585.147644,0.049941026,0.108945139,3.184915543,6.947815895,104,070801030405,F070801030405_135,24
902,509.3614478,3577.829219,542_6_1,1.824087381,0.883723795,131.6748505,429.4897766,74,213.1893768,100,1421.262451,6.165415287,71.86904144,0.86604929,0.247442663,86.38659906,0.009769388,131.001297,11.79871909,2143,1072,0.005871729,51.90917683,103819,46.71825898,0.000178322,344.8642273,642.6791382,0.122831017,0.321701705,2.818487883,7.381786823,108,070802060502,F070802060502_69,16
903,509.8896936,3577.523417,425_38_1,1.7989043,0.883648276,131.6635895,429.453064,70,201.6483765,100,1344.32251,6.080296516,70.87683105,0.86597532,0.247421518,28.13075209,0.003181283,139.4974823,12.460958,776,388,0.002125216,39.43396621,78869,35.49056768,0.000135466,333.3119507,631.1014404,0.339339137,0.859051406,3.709819317,9.391564369,108,070801030302,F070801030302_54,24
904,509.6419609,3577.07993,93_6_1,1.75765872,0.883538723,131.6472626,429.3998108,78,224.6660004,100,1497.773315,5.940886497,69.25175476,0.865867972,0.247390836,20.79110062,0.002351248,145.1667938,12.98128319,615,308,0.001687027,68.06789431,136136,61.2611064,0.000233831,356.3132629,654.0657959,0.427426189,1.156861186,2.148953438,5.816304684,108,070801030406,F070801030406_633,24
905,508.2364561,3576.70825,425_36_2,1.859378457,0.883446932,131.6335907,429.3551941,78,224.6428833,100,1497.619263,6.284698963,73.25951385,0.865777969,0.247365147,33.23472205,0.003758487,147.9999619,13.15970325,970,484,0.002651042,14.89868741,29797,13.40881866,5.11809E-05,356.2764893,653.9980469,0.271970242,0.736108422,9.816941261,26.57031059,108,070801030302,F070801030302_269,24
906,508.7534253,3576.468002,578_2_2,1.83611238,0.883387625,131.6247559,429.3263855,79,227.5074768,100,1516.716553,6.206059933,72.34282684,0.865719855,0.247348532,199.9999997,0.022617833,135.2091304,12.12516476,5078,2539,0.013907016,209.3375396,418674,188.4037829,0.000719129,359.1322327,656.8338623,0.051841181,0.141446337,0.698631167,1.90618372,108,070802060501,F070802060501_122,24
907,511.7858135,3576.322116,186_18_1,1.790414095,0.883351564,131.6193848,429.3088684,82,236.1375427,100,1574.250244,6.051599503,70.54231262,0.865684509,0.247338444,167.539299,0.01894688,140.1225601,10.64924016,4206,2104,0.011524365,69.75988317,139519,62.78389451,0.000239643,367.7569275,665.4464111,0.062556744,0.174789414,2.096387625,5.857504368,108,070801030407,F070801030407_386,16
908,509.378069,3575.76006,479_4_2,1.784932256,0.883212745,131.5986938,429.241394,86,247.6169434,100,1650.779663,6.033071041,70.32633209,0.865548491,0.247299567,35.2391904,0.003985171,145.8749962,12.94990396,973,486,0.002661997,20.69148029,41383,18.62233248,7.10806E-05,379.2156372,676.8583374,0.270779192,0.7802791,7.06671381,20.36348724,108,070801030301,F070801030301_306,16
909,509.4284442,3575.292274,593_7_1,1.87056911,0.883097172,131.5814819,429.1852112,87,250.4636688,100,1669.757813,6.322523594,73.70042419,0.865435243,0.247267202,65.13010985,0.00736551,131.0015767,11.7987388,1616,808,0.004425707,23.84350131,47687,21.45915183,8.19087E-05,382.045166,679.6488647,0.162848368,0.47282818,6.131718636,17.80336761,108,070802060802,F070802060802_52,24
910,511.7353831,3574.771567,105_4_1,1.870041728,0.882968605,131.5623169,429.1227417,86,247.5490723,100,1650.327148,6.320741177,73.67964172,0.865309238,0.247231215,42.50462484,0.004806813,136.6667124,12.24031893,1060,531,0.002908478,58.91019058,117820,53.01917028,0.000202372,379.1113892,676.671814,0.247763306,0.713957429,2.481410265,7.150458813,108,070802060602,F070802060602_531,24
911,509.6266511,3574.724249,135_2_2,1.862973452,0.882956862,131.5605774,429.1170349,78,224.5183411,100,1496.78894,6.296850204,73.40115356,0.865297735,0.247227922,20.75167236,0.002346789,136.6654104,12.24022357,517,258,0.001413159,13.95952942,27919,12.5635761,4.79546E-05,356.0789185,653.635376,0.50992471,1.380150795,10.47158718,28.34216309,104,070801030603,F070801030603_519,24
912,516.2860339,3573.985493,423_7_2,1.816372752,0.882774413,131.5333862,429.0283508,86,247.4946289,100,1649.964233,6.139339924,71.56508636,0.865118921,0.247176841,52.33720043,0.00591877,130.999855,11.79861736,1298,649,0.003554806,48.51901533,97038,43.66711318,0.000166676,379.0280151,676.5229492,0.202670857,0.584018528,3.012184143,8.679942131,108,070801030303,F070801030303_699,8
913,510.0078719,3573.953941,474_17_2,1.850387692,0.882766604,131.5322266,429.0245667,86,247.4924622,100,1649.949707,6.254310608,72.90527344,0.865111291,0.24717465,22.76971149,0.002575008,135.2479668,12.12974954,607,303,0.00165964,12.63867687,25277,11.37480928,4.34172E-05,379.0246887,676.5170288,0.434099764,1.250906587,11.56346607,33.32141113,108,070801030301,F070801030301_527,24
914,509.7984262,3573.899913,27_19_2,1.752231121,0.882753253,131.5302277,429.0180664,78,224.4664917,100,1496.443237,5.922541142,69.03790283,0.865098178,0.24717091,62.42815804,0.007059948,130.9994202,11.79858685,1549,774,0.004239476,96.18748771,192376,86.56873874,0.000330429,355.9967041,653.4845581,0.169935688,0.459944069,1.519373298,4.112300873,104,070801030202,F070801030202_216,32
915,508.6892061,3572.459387,701_3_2,1.84017837,0.882397473,131.4772186,428.8451843,60,172.5969391,100,1150.64624,6.219802856,72.50302887,0.864749551,0.247071296,32.10851744,0.003631125,154.0452932,10.53930506,891,445,0.002437425,16.43343738,32867,14.79009324,5.64532E-05,304.0741577,601.4421387,0.295454413,0.683312714,8.889546394,20.55931282,108,070801030302,F070801030302_39,16
916,510.5062183,3572.30978,27_4_2,1.871687651,0.882360518,131.4717102,428.8272095,78,224.3667145,100,1495.778076,6.326304436,73.74449158,0.864713311,0.24706094,67.44163936,0.007626919,130.9994202,11.79858685,1673,837,0.00458455,69.1901275,138381,62.27111399,0.000237686,355.8384399,653.1939087,0.157074928,0.425135523,2.111279249,5.714342117,104,070801030202,F070801030202_216,32
917,508.0940169,3571.722782,474_30_2,1.820780754,0.8822155,131.4501038,428.7567444,78,224.3296661,100,1495.531128,6.154239178,71.7387619,0.864571214,0.247020334,199.9999932,0.022617832,135.2489395,12.12981796,5089,2544,0.013934403,100.9451865,201891,90.85066634,0.000346773,355.7797852,653.0864258,0.051670637,0.139850542,1.446881056,3.916094303,108,070801030301,F070801030301_433,16
918,509.7368361,3571.334086,483_17_1,1.796951413,0.882119536,131.4358063,428.710083,78,224.305191,100,1495.36792,6.07369566,70.79988861,0.864477158,0.246993467,29.89249945,0.003380518,144.5987663,12.86679077,819,409,0.00224024,44.79164076,89584,40.31247544,0.000153871,355.7409973,653.0152588,0.321358949,0.869782388,3.260425091,8.824587822,108,070801010403,F070801010403_23,32
919,509.3395574,3570.74916,483_12_2,1.766643882,0.881975055,131.4142761,428.6398621,86,247.2700043,100,1648.466675,5.971256256,69.6057663,0.864335537,0.246953011,36.34142522,0.004109821,137.7983907,12.33947754,902,451,0.002470289,43.31471049,86629,38.98323984,0.000148797,378.6842651,675.9098511,0.29138419,0.839654684,3.371045589,9.714027405,108,070801010403,F070801010403_26,32
